show_id,director
NEs1084,Jamie Babbit
NEs1085,
NEs1086,Park Hoon-jung
NEs1087,Dare Olaitan
NEs1088,Hardik Mehta
NEs1089,Ben Falcone
NEs1090,Travon Free
NEs1090,Martin Desmond Roe
NEs1091,Angga Dwimas Sasongko
NEs1092,
NEs1093,
NEs1094,
NEs1095,
NEs1096,
NEs1097,Steve Rolston
NEs1098,Shalini Kantayya
NEs1099,Madonne Ashwin
NEs1100,Enah Johnscott
NEs1101,Braden R. Duemmler
NEs1102,Cal Brunker
NEs1103,Steve Pink
NEs1104,Xiao Feng
NEs1105,Vince Marcello
NEs1106,Ricky Staub
NEs1107,Patrick Durham
NEs1107,Paul G. Volk
NEs1108,BB Sasore
NEs1109,Naseef Yusuf Izuddin
NEs1110,Appie Boudellah
NEs1110,Aram van de Rest
NEs1111,Sylvie Verheyde
NEs1112,Nick Moore
NEs1113,Alex Zamm
NEs1114,Roland Emmerich
NEs1115,Rajkumar Hirani
NEs1116,Rajesh Mapuskar
NEs1117,
NEs1118,Lina Al Abed
NEs1119,James Wan
NEs1120,David Hackl
NEs1121,Takeshi Nozue
NEs1122,Robert Luketic
NEs1123,Subhash Kapoor
NEs1124,
NEs1125,Ringo Lam
NEs1126,
NEs1127,George Cukor
NEs1128,
NEs1129,Tony Giglio
NEs1130,
NEs1131,Hidenori Inoue
NEs1132,Hidenori Inoue
NEs1133,Hidenori Inoue
NEs1134,Don Michael Paul
NEs1135,Shinji Aramaki
NEs1135,Masaru Matsumoto
NEs1136,John Luessenhop
NEs1137,Hanung Bramantyo
NEs1137,Pandu Adjisurya
NEs1138,Bashir El Deek
NEs1139,Roman Polański
NEs1140,Nelson McCormick
NEs1141,Mic Rodgers
NEs1142,Bejoy Nambiar
NEs1143,Shawn Rech
NEs1144,
NEs1145,Peyton Reed
NEs1146,Julian Schnabel
NEs1147,Adrián García Bogliano
NEs1148,Jose Gomez
NEs1149,
NEs1150,
NEs1151,Jonathon Link
NEs1152,Blair Simmons
NEs1153,
NEs1154,Justin Chadwick
NEs1155,John Hillcoat
NEs1156,Nadine Ibrahim
NEs1157,Roman White
NEs1158,
NEs1159,
NEs1160,Fermín Muguruza
NEs1161,Mike Hodges
NEs1162,
NEs1163,Eylem Kaftan
NEs1164,
NEs1165,Fernando Ayllón
NEs1166,Umesh Bist
NEs1167,
NEs1168,Massimiliano Camaiti
NEs1169,
NEs1170,
NEs1171,Aleksey Tsitsilin
NEs1172,Ali Tabrizi
NEs1173,Kagiso Lediga
NEs1174,Jung-ah Im
NEs1175,
NEs1176,Stephen Frears
NEs1177,Takuma Sato
NEs1178,Brody Chu
NEs1179,Dimitri Logothetis
NEs1180,
NEs1181,
NEs1182,
NEs1183,
NEs1184,Taketoshi Sado
NEs1185,Li Weiran
NEs1186,Chinaza Onuzo
NEs1187,
NEs1188,Anna Elizabeth James
NEs1189,Vitor Brandt
NEs1190,Troy Miller
NEs1191,Liam O'Donnell
NEs1192,Manny Rodriguez
NEs1192,Jay Lavender
NEs1193,Farah Nabulsi
NEs1194,Adriano Rudiman
NEs1195,Walter Taylaur
NEs1196,Chris Smith
NEs1197,Alain Brunard
NEs1198,Tate Taylor
NEs1199,Ladislaus Kiraly
NEs1200,Oliver Stone
NEs1201,
NEs1202,
NEs1203,Hemambar Jasti
NEs1204,Steven Spielberg
NEs1205,Taylor Morden
NEs1206,
NEs1207,
NEs1208,Helena Coan
NEs1209,Muharrem Gülmez
NEs1210,Dolapo Adeleke
NEs1211,
NEs1212,Mahsun Kırmızıgül
NEs1213,Can Ulkay
NEs1214,
NEs1215,Luis Alejandro Pérez
NEs1216,Ketche
NEs1217,Erol Özlevi
NEs1218,
NEs1219,Miguel Arteta
NEs1220,Tolga Örnek
NEs1221,Pablo Agüero
NEs1222,Mohammad Irfan Ramly
NEs1223,Kevin McManus
NEs1223,Matthew McManus
NEs1224,Ange Basterga
NEs1224,Nicolas Lopez
NEs1225,
NEs1226,
NEs1227,
NEs1228,
NEs1229,Gitanjali Rao
NEs1230,
NEs1231,Halitha Shameem
NEs1232,
NEs1233,Carlos Moreno
NEs1234,Kayode Kasum
NEs1235,Maribel Sánchez-Maroto
NEs1236,
NEs1237,Julien Leclercq
NEs1238,Fajar Bustomi
NEs1239,
NEs1240,Taylor Hackford
NEs1241,Lasse Hallström
NEs1242,Amy Poehler
NEs1243,Jared Hess
NEs1243,Tyler Measom
NEs1244,Mike Binder
NEs1245,Abir Sengupta
NEs1246,
NEs1247,Sunny Lau
NEs1248,Hidenori Inoue
NEs1249,Emmett Malloy
NEs1250,Xavier Maingon
NEs1250,Marc-Antoine Hélard
NEs1251,Milton Kremer
NEs1252,Kevin Costner
NEs1253,Marco Petry
NEs1254,Andrew Duncan
NEs1254,Ken Cunningham
NEs1255,Barry Levinson
NEs1256,Hidenori Inoue
NEs1257,Liam Lynch
NEs1258,
NEs1259,Jérémie Degruson
NEs1259,Ben Stassen
NEs1260,Matt Ross
NEs1261,Dani de la Orden
NEs1262,Pablo Larraín
NEs1263,
NEs1264,John Erick Dowdle
NEs1265,Jesse Peretz
NEs1266,Ribhu Dasgupta
NEs1267,Pablo Larraín
NEs1268,Baran bo Odar
NEs1269,
NEs1270,Rizki Balki
NEs1271,
NEs1272,
NEs1273,
NEs1274,Shunsuke Kariyama
NEs1275,
NEs1276,
NEs1277,Jeferson De
NEs1278,
NEs1279,Troy Miller
NEs1280,Barry Avrich
NEs1281,David Tryhorn
NEs1281,Ben Nicholas
NEs1282,Tirumala Kishore
NEs1283,
NEs1284,James Wan
NEs1285,James Wan
NEs1286,
NEs1287,Huang Hsin-Yao
NEs1288,
NEs1289,Chris Weitz
NEs1290,Saron Sakina
NEs1291,J Blakeson
NEs1292,Khalid Rahman
NEs1293,Luis Ara
NEs1294,Tharun Bhascker Dhaassyam
NEs1294,B. V. Nandini Reddy
NEs1294,Nag Ashwin
NEs1294,Sankalp Reddy
NEs1295,
NEs1296,Prateek Vats
NEs1297,
NEs1298,Alex Merkin
NEs1299,
NEs1300,
NEs1301,
NEs1302,
NEs1303,
NEs1304,Ian Cheney
NEs1305,Ben Simms
NEs1306,Vikram Bhatt
NEs1307,
NEs1308,Dallas Jenkins
NEs1309,
NEs1310,Damián Romay
NEs1311,
NEs1312,Hamisha Daryani Ahuja
NEs1313,Hong Khaou
NEs1314,
NEs1315,
NEs1316,Mario Briongos
NEs1317,Vinay Bharadwaj
NEs1318,
NEs1319,Michael Fimognari
NEs1320,Eric D. Cabello Díaz
NEs1321,
NEs1322,
NEs1323,Clara Martínez-Lázaro
NEs1324,Monty Tiwa
NEs1325,Ava DuVernay
NEs1326,Alain Darborg
NEs1327,Filip Zylber
NEs1328,Ava DuVernay
NEs1329,Joe Berlinger
NEs1330,Julien Royal
NEs1331,Brian Baugh
NEs1332,
NEs1333,
NEs1334,Todd Phillips
NEs1335,Henri Wong
NEs1336,
NEs1337,Maïa Sandoz
NEs1338,Mostofa Sarwar Farooki
NEs1339,
NEs1340,
NEs1341,Joseph Hsu
NEs1342,Sam Levinson
NEs1343,Jo Sung-hee
NEs1344,Michèle Ohayon
NEs1345,Rocco Ricciardulli
NEs1346,Guo Jingming
NEs1347,Jan Belcl
NEs1348,Esteban Crespo
NEs1349,
NEs1350,
NEs1351,
NEs1352,Noé González
NEs1353,
NEs1354,Dennis Dugan
NEs1355,
NEs1356,
NEs1357,
NEs1358,Sarah Gavron
NEs1359,Martin Scorsese
NEs1360,Roger Donaldson
NEs1361,Richard Arellano
NEs1362,
NEs1363,
NEs1364,
NEs1365,Jon Favreau
NEs1366,
NEs1367,Marco Pontecorvo
NEs1368,Gregory Plotkin
NEs1369,Lluís Quílez
NEs1370,Jude Weng
NEs1371,Simon Stone
NEs1372,
NEs1373,Noviandra Santosa
NEs1374,
NEs1375,Jeremy Grant
NEs1376,
NEs1377,Jeo Baby
NEs1378,
NEs1379,Glendyn Ivin
NEs1380,Okey Oku
NEs1381,
NEs1382,Ifeanyi Ikpoenyi
NEs1383,Chris Eneng Enaji
NEs1384,
NEs1385,
NEs1386,
NEs1387,Ángeles Reiné
NEs1388,Paul Haggis
NEs1389,Ramin Bahrani
NEs1390,Nicol Paone
NEs1391,Nick Rowland
NEs1392,RZA
NEs1393,
NEs1394,Cooper Karl
NEs1395,
NEs1396,
NEs1397,Gary Fleder
NEs1398,J.A. Bayona
NEs1399,Darren Lynn Bousman
NEs1400,Lydia Dean Pilcher
NEs1400,Ginny Mohler
NEs1401,
NEs1402,
NEs1403,
NEs1404,Cris D'Amato
NEs1405,
NEs1406,Mikael Håfström
NEs1407,Eric Darnell
NEs1407,Simon J. Smith
NEs1408,Byeon Hee-sun
NEs1409,
NEs1410,Peter Facinelli
NEs1411,Renuka Shahane
NEs1412,Ross Kauffman
NEs1413,Sung Do-jun
NEs1414,Hanung Bramantyo
NEs1415,Charles Gozali
NEs1415,Bagus Bramanti
NEs1416,James Toback
NEs1417,Tiller Russell
NEs1418,Francisco D'Eufemia
NEs1419,Chris Rock
NEs1420,Juliet May
NEs1421,Stanley Nelson
NEs1422,Olivier Nakache
NEs1422,Éric Toledano
NEs1423,Prakash Jha
NEs1424,Rohan Sippy
NEs1425,Ross Venokur
NEs1426,
NEs1427,Prakash Jha
NEs1428,
NEs1429,Rohena Gera
NEs1430,
NEs1431,
NEs1432,
NEs1433,Maite Ruiz De Austri
NEs1434,Jastis Arimba
NEs1435,Eric Summer
NEs1435,Éric Warin
NEs1436,Kornél Mundruczó
NEs1437,Alejandro Ruax
NEs1437,Ramiro Martínez
NEs1438,
NEs1439,Florent Bodin
NEs1440,
NEs1441,
NEs1442,Sohail Khan
NEs1443,
NEs1444,
NEs1445,Gabriele Muccino
NEs1446,Hallvard Bræin
NEs1447,Jeff Tremaine
NEs1448,Christian Alvart
NEs1449,
NEs1450,
NEs1451,Robert Townsend
NEs1452,Jeff Deverett
NEs1453,Ron Krauss
NEs1454,Brian Robbins
NEs1455,Jeff Stilson
NEs1456,
NEs1457,Sean Penn
NEs1458,
NEs1459,Mark McQueen
NEs1460,Melanie Mayron
NEs1461,
NEs1462,Donald Petrie
NEs1463,
NEs1464,Tony Collingwood
NEs1465,Jennifer Beamish
NEs1465,Toby Trackman
NEs1466,
NEs1467,
NEs1468,Jaume Collet-Serra
NEs1469,Kim Dong-kyu
NEs1470,Lasse Hallström
NEs1471,Shaz Bennett
NEs1472,
NEs1473,Samar Shaikh
NEs1474,
NEs1475,Archie Hekagery
NEs1476,Sabrina Rochelle Kalangie
NEs1477,
NEs1478,
NEs1479,
NEs1480,Cosima Spender
NEs1481,
NEs1482,Liao Shih-han
NEs1483,
NEs1484,
NEs1485,Arnon Manor
NEs1485,Timothy Ware-Hill
NEs1486,Gore Verbinski
NEs1487,Al Campbell
NEs1487,Alice Mathias
NEs1488,
NEs1489,Maïwenn
NEs1490,
NEs1491,Richard Weston
NEs1492,Vikramaditya Motwane
NEs1493,
NEs1494,Prime Cruz
NEs1495,Robert Rodriguez
NEs1496,Andibachtiar Yusuf
NEs1497,Yandy Laurens
NEs1498,Cathy Garcia-Molina
NEs1499,John Mitchell
NEs1499,Jeremy Kipp Walker
NEs1500,George Clooney
NEs1501,Liu Kuang-hui
NEs1502,Roger Kumble
NEs1503,Kristian Mercado
NEs1504,
NEs1505,Daan Jansen
NEs1505,Stijn Verlinde
NEs1506,
NEs1507,
NEs1508,Jay Grace
NEs1509,
NEs1510,Paul Dugdale
NEs1511,James Haslam
NEs1512,Muhammad Ali
NEs1513,Thomas Toby Parkinson
NEs1514,John Putch
NEs1515,
NEs1516,Sam Macaroni
NEs1517,
NEs1518,George C. Wolfe
NEs1519,
NEs1520,Yasmin Ahmad
NEs1521,Sudha Kongara
NEs1521,Vignesh Shivan
NEs1521,Gautham Vasudev Menon
NEs1521,Vetri Maaran
NEs1522,Yasmin Ahmad
NEs1523,Yasmin Ahmad
NEs1524,Juan Camilo Pinzon
NEs1525,Lin Oeding
NEs1526,Naya Anindita
NEs1527,Antoinette Jadaone
NEs1528,
NEs1529,
NEs1530,JP Habac
NEs1531,Alexx Media
NEs1532,Farishad I. Latjuba
NEs1533,Andrucha Waddington
NEs1533,Pedro Waddington
NEs1534,Picky Talarico
NEs1535,Jun Lana
NEs1536,
NEs1537,Brad Peyton
NEs1538,Lee Daniels
NEs1539,
NEs1540,
NEs1541,Tom Ford
NEs1542,Ellena Wood
NEs1542,Jesse Vile
NEs1543,Vir Das
NEs1544,
NEs1545,Miranda de Pencier
NEs1546,
NEs1547,
NEs1548,
NEs1549,
NEs1550,Farhad Safinia
NEs1551,Shaun Paul Piccinino
NEs1552,
NEs1553,
NEs1554,
NEs1555,
NEs1556,
NEs1557,Eddie Rosas
NEs1558,Frank E. Abney III
NEs1559,James D. Stern
NEs1559,Fernando Villena
NEs1560,
NEs1561,Ryan Murphy
NEs1562,Girish Malik
NEs1563,
NEs1564,Deepa Mehta
NEs1565,Lai Chun-yu
NEs1566,Theodore Boborol
NEs1567,Mae Czarina Cruz
NEs1568,Jun Lana
NEs1569,Jun Lana
NEs1570,
NEs1571,
NEs1572,Sydney Sibilia
NEs1573,
NEs1574,
NEs1575,
NEs1576,Josiah Ng
NEs1577,Kirk Wise
NEs1578,
NEs1579,
NEs1580,
NEs1581,Beth Sleven
NEs1581,Allan Jacobsen
NEs1581,Kevin Wotton
NEs1582,Steve Ball
NEs1583,John Hillcoat
NEs1584,
NEs1585,Tate Taylor
NEs1586,
NEs1587,Jalil Lespert
NEs1588,Su I-Hsuan
NEs1588,Chuang Shiang-an
NEs1588,Liu Yi
NEs1589,Clint Butler
NEs1590,
NEs1591,
NEs1592,Erik Kling
NEs1592,Kevin Peaty
NEs1593,Detlev Buck
NEs1594,
NEs1595,
NEs1596,David Fincher
NEs1597,
NEs1598,Amanda Raymond
NEs1599,Jason Paul Laxamana
NEs1600,Marc Fouchard
NEs1601,Darragh O'Connell
NEs1602,Roberto Santucci
NEs1603,Dado C. Lumibao
NEs1604,
NEs1605,August Jakobsson
NEs1606,
NEs1607,Anna Wieczur-Bluszcz
NEs1608,
NEs1609,McG
NEs1610,Damien O’Connor
NEs1611,Ron Howard
NEs1612,
NEs1613,Jon Favreau
NEs1614,Richard Laxton
NEs1615,
NEs1616,
NEs1617,Gil Kenan
NEs1618,Phil Burgers
NEs1619,
NEs1620,
NEs1621,Pierre Morel
NEs1622,Simon Wincer
NEs1623,
NEs1624,
NEs1625,Ron Howard
NEs1626,
NEs1627,Brian Henson
NEs1628,
NEs1629,
NEs1630,Derick Cabrido
NEs1631,Marla M. Ancheta
NEs1632,Jen McGowan
NEs1633,Bernie Denk
NEs1634,Brian Skiba
NEs1635,
NEs1636,Stanley Moore
NEs1636,Alex Woo
NEs1637,Oliver Bokelberg
NEs1638,Ángel Gómez Hernández
NEs1639,
NEs1640,
NEs1641,
NEs1642,
NEs1643,Ludovico Di Martino
NEs1644,Lee Chung-hyun
NEs1645,Barry Gonzalez
NEs1646,Brian Volk-Weiss
NEs1647,Matthew Michael Carnahan
NEs1648,Cathy Garcia-Molina
NEs1649,Eric Bress
NEs1650,
NEs1651,Paul Dugdale
NEs1652,Chris Columbus
NEs1653,V Vignarajan
NEs1654,V Vignarajan
NEs1655,BB Sasore
NEs1656,Greg Rankin
NEs1656,TJ Sullivan
NEs1657,Ron Howard
NEs1658,Carlos Sorín
NEs1659,
NEs1660,Matt Eskandari
NEs1661,Grant Singer
NEs1662,
NEs1663,Mohammad Adel
NEs1664,Debbie Allen
NEs1665,Robert Rodriguez
NEs1666,Victor Gatonye
NEs1667,Stephen Chiodo
NEs1668,
NEs1669,
NEs1670,Will McCormack
NEs1670,Michael Govier
NEs1671,
NEs1672,Monica Floyd
NEs1673,
NEs1674,Anurag Kashyap
NEs1675,Siddique
NEs1676,Danish Aslam
NEs1677,Vibhu Virender Puri
NEs1678,Cathy Garcia-Molina
NEs1679,Anurag Kashyap
NEs1680,Rohit Shetty
NEs1681,Ribhu Dasgupta
NEs1682,Mike Rohl
NEs1683,Cathy Garcia-Molina
NEs1684,Shyam Benegal
NEs1685,
NEs1686,Takeshi Fukunaga
NEs1687,Leslie Small
NEs1688,
NEs1689,
NEs1690,Jeff Nichols
NEs1691,Sabaah Folayan
NEs1691,Damon Davis
NEs1692,Justin G. Dyck
NEs1693,
NEs1694,
NEs1695,Cody Cameron
NEs1695,Kris Pearn
NEs1696,Justin G. Dyck
NEs1697,
NEs1698,
NEs1699,
NEs1700,Michael Curtiz
NEs1701,Damián Romay
NEs1702,
NEs1703,Avinash Walzade
NEs1704,David E. Talbert
NEs1705,Renata Terra
NEs1706,Edoardo Ponti
NEs1707,Mateo Gil
NEs1708,Cathy Garcia-Molina
NEs1709,
NEs1710,Paul Soriano
NEs1711,Ryan Coogler
NEs1712,
NEs1713,Anurag Basu
NEs1714,Lucas Santa Ana
NEs1715,Nelson McCormick
NEs1716,Carla Barros
NEs1717,
NEs1718,
NEs1719,
NEs1720,
NEs1721,Ulrike Kofler
NEs1722,Steven Bognar
NEs1722,Julia Reichert
NEs1723,
NEs1724,
NEs1725,
NEs1726,Kunle Afolayan
NEs1727,
NEs1728,Weica Wang
NEs1729,Aitor Arregi
NEs1729,Jon Garaño
NEs1729,Jose Mari Goenaga
NEs1730,Kevin Pollak
NEs1731,
NEs1732,Otoja Abit
NEs1733,Antoinette Jadaone
NEs1734,Alejandro Hartmann
NEs1735,Maxwell McGuire
NEs1736,Ruel S. Bayani
NEs1737,Martin Wood
NEs1738,
NEs1739,
NEs1740,Justin G. Dyck
NEs1741,
NEs1742,Narendra Nath
NEs1743,Jan-Peter Horns
NEs1744,Tatsushi Omori
NEs1745,Estela Renner
NEs1746,
NEs1747,
NEs1748,Zeek Earl
NEs1748,Christopher Caldwell
NEs1749,
NEs1750,Michael Kampa
NEs1751,
NEs1752,Chanda Bell
NEs1753,Chanda Bell
NEs1754,Jennifer Westcott
NEs1755,
NEs1756,
NEs1757,
NEs1758,
NEs1759,
NEs1760,
NEs1761,
NEs1762,Richard Greenberg
NEs1763,Peter Berg
NEs1764,Nicolas Pesce
NEs1765,Oliver Stone
NEs1766,
NEs1767,
NEs1768,J.A. Bayona
NEs1769,Christopher Cain
NEs1770,
NEs1771,Shaun Paul Piccinino
NEs1772,Juliana Vicente
NEs1773,Harald Zwart
NEs1774,
NEs1775,Stacia Crawford
NEs1776,Remi Weekes
NEs1777,Tope Oshin
NEs1778,Terrie Samundra
NEs1779,
NEs1780,
NEs1781,Olivier Marchal
NEs1782,
NEs1783,
NEs1784,Santiago Alvarado Ilarri
NEs1785,Frasco Mortiz
NEs1786,John Whitesell
NEs1787,Antonio Díaz
NEs1788,Nimród Antal
NEs1789,Bartosz M. Kowalski
NEs1790,James Tovell
NEs1791,
NEs1792,
NEs1793,Matías Gueilburt
NEs1794,Natasha Lyonne
NEs1795,Chang Chin-jung
NEs1795,Chen Rong-hui
NEs1796,Rajkumar Santoshi
NEs1797,Lance Daly
NEs1798,Unjoo Moon
NEs1799,Gil Baroni
NEs1800,
NEs1801,Thierry Demaizière
NEs1801,Alban Teurlai
NEs1802,Glen Keane
NEs1803,Chris Sivertson
NEs1804,
NEs1805,
NEs1806,Kief Davidson
NEs1806,Pedro Kos
NEs1807,Jarand Herdal
NEs1808,Dan Villegas
NEs1809,Chris Foggin
NEs1810,Cathy Garcia-Molina
NEs1811,Kim Nguyen
NEs1812,Karen Maine
NEs1813,Tim Neeves
NEs1814,
NEs1815,Ben Wheatley
NEs1816,Richard Weston
NEs1817,Don Michael Paul
NEs1818,Maroun Baghdadi
NEs1819,Philippe Aractingi
NEs1820,Amin Dora
NEs1821,Philippe Aractingi
NEs1822,Philippe Aractingi
NEs1823,Maroun Baghdadi
NEs1824,Rana Eid
NEs1825,Daniel Joseph
NEs1826,Randa Chahal Sabbag
NEs1827,Maroun Baghdadi
NEs1828,Philippe Aractingi
NEs1829,
NEs1830,Ziad Doueiri
NEs1831,Shady Hanna
NEs1832,Maroun Baghdadi
NEs1833,Josef Fares
NEs1834,Sam Fell
NEs1834,Chris Butler
NEs1835,
NEs1836,Ross Boyask
NEs1837,David 'Tosh' Gitonga
NEs1837,Michael Jones
NEs1838,
NEs1839,Ti West
NEs1840,
NEs1841,Manolo Caro
NEs1842,
NEs1843,Aaron Sorkin
NEs1844,Levan Gabriadze
NEs1845,Rachel Talalay
NEs1846,Sam Liu
NEs1847,Peter Mimi
NEs1848,
NEs1849,
NEs1850,Hanung Bramantyo
NEs1851,Lasja Fauzia Susatyo
NEs1852,
NEs1853,
NEs1854,Pavitra Chalam
NEs1854,Akshay Shankar
NEs1855,
NEs1856,Kevin Ko
NEs1856,Peter Tsi
NEs1857,Caroline Suh
NEs1858,Carlos Pérez Osorio
NEs1859,Ken Ghosh
NEs1860,Blair Simmons
NEs1861,
NEs1862,Indra Kumar
NEs1863,B. Subhash
NEs1864,Harshavardhan Kulkarni
NEs1865,
NEs1866,Neeraj Vora
NEs1867,Rajkumar Santoshi
NEs1868,Alex Merkin
NEs1869,
NEs1870,Puneet Khanna
NEs1871,Meltem Bozoflu
NEs1872,
NEs1873,Radha Blank
NEs1874,
NEs1875,Bigflo & Oli
NEs1875,Jérémie Levypon
NEs1876,
NEs1877,Eduardo Pinto
NEs1878,
NEs1879,
NEs1880,Steve Brill
NEs1881,Pavel Kostomarov
NEs1882,Mike Elliott
NEs1883,Francis Whately
NEs1884,Jon Izen
NEs1885,Christopher Nolen
NEs1886,
NEs1887,Alastair Fothergill
NEs1887,Jonnie Hughes
NEs1887,Keith Scholey
NEs1888,Amy Segal
NEs1889,Umut Aral
NEs1890,
NEs1891,
NEs1892,Umut Kirca
NEs1893,Alex Woo
NEs1893,Stanley Moore
NEs1894,
NEs1895,
NEs1896,
NEs1897,Kenneth Gyang
NEs1898,Sudhir Mishra
NEs1899,Domenico de Feudis
NEs1900,Burak Aksak
NEs1901,Oz Rodriguez
NEs1902,Salvador Espinosa
NEs1903,Adrian Teh
NEs1904,Brad Silberling
NEs1905,Elsa Flores Almaraz
NEs1905,Richard J Montoya
NEs1906,Carey McKenzie
NEs1907,
NEs1908,
NEs1909,
NEs1910,Gary Ross
NEs1911,
NEs1912,Adam Bolt
NEs1913,Taika Waititi
NEs1914,Lindsey Cordero
NEs1914,Armando Croda
NEs1915,
NEs1916,
NEs1917,David LaChapelle
NEs1918,
NEs1919,
NEs1920,Mostafa Abu Seif
NEs1921,Faris Godus
NEs1922,Rod Lurie
NEs1923,
NEs1924,
NEs1925,Stacie Passon
NEs1926,
NEs1927,Jenny Popplewell
NEs1928,Florian Schott
NEs1929,
NEs1930,
NEs1931,Tom Whitworth
NEs1932,Joe Mantello
NEs1933,
NEs1934,
NEs1935,Lee Hirsch
NEs1936,Page Hurwitz
NEs1937,Dallas Jackson
NEs1938,Lee Hirsch
NEs1939,Rajat Kapoor
NEs1940,Abhishek Chaubey
NEs1941,Rohit Shetty
NEs1942,Ken Ghosh
NEs1943,Abhishek Chaubey
NEs1944,Imtiaz Ali
NEs1945,Indra Kumar
NEs1946,Navdeep Singh
NEs1947,Anees Bazmee
NEs1948,
NEs1949,
NEs1950,
NEs1951,Rikhil Bahadur
NEs1952,
NEs1953,
NEs1954,Ozan Açıktan
NEs1955,
NEs1956,
NEs1957,
NEs1958,Shawn Levy
NEs1959,
NEs1960,Harry Bradbeer
NEs1961,Joshua Tickell
NEs1961,Rebecca Harrell Tickell
NEs1962,
NEs1963,Sophia Nahli Allison
NEs1964,Norihisa Hiranuma
NEs1965,Shigeaki Kubo
NEs1966,Shigeaki Kubo
NEs1966,Tsuyoshi Nakakuki
NEs1967,Shigeaki Kubo
NEs1967,Tsuyoshi Nakakuki
NEs1968,Yudai Yamaguchi
NEs1969,Shigeaki Kubo
NEs1970,Shigeaki Kubo
NEs1971,Marwan Hamed
NEs1972,Smeep Kang
NEs1973,Raja Chanda
NEs1974,
NEs1975,Tigmanshu Dhulia
NEs1976,Akashdeep
NEs1977,Rajesh Ganguly
NEs1978,Alankrita Shrivastava
NEs1979,
NEs1980,
NEs1981,
NEs1982,Chandra Liow
NEs1983,Sekhar Kammula
NEs1984,
NEs1985,Florent Bodin
NEs1986,Gary Andrews
NEs1987,Sekhar Kammula
NEs1988,Merawi Gerima
NEs1989,
NEs1990,
NEs1991,
NEs1992,
NEs1993,Kubhaer T. Jethwani
NEs1994,
NEs1995,
NEs1996,Antonio Campos
NEs1997,Carles Torras
NEs1998,James Watkins
NEs1999,Philippa Lowthorpe
NEs2000,Pailin Wedel
NEs2001,Chris Howe
NEs2002,Peter Sollett
NEs2003,
NEs2004,Raja Gosnell
NEs2005,Steve Bencich
NEs2006,Tosin Coker
NEs2007,
NEs2008,Javier Colinas
NEs2009,
NEs2010,
NEs2011,Dean DeBlois
NEs2012,Reinhard Klooss
NEs2013,
NEs2014,
NEs2015,Shaun Mir
NEs2016,Satish Rajwade
NEs2017,Abhijeet Deshpande
NEs2018,Mahesh Manjrekar
NEs2019,Mahesh Manjrekar
NEs2020,Prakash Kunte
NEs2021,Manish Saini
NEs2022,
NEs2023,Kenny Ortega
NEs2024,Makarand Mane
NEs2025,Hakan Algül
NEs2026,Vijay Maurya
NEs2027,Sameer Patil
NEs2028,Kenzo Maihara
NEs2028,Amandha Wyanto
NEs2029,Ahmed Nader Galal
NEs2030,McG
NEs2031,Arati Kadav
NEs2032,Maïmouna Doucouré
NEs2033,
NEs2034,Pepe Mora
NEs2035,Marcos Carnevale
NEs2036,Jeff Orlowski
NEs2037,Cho Il
NEs2038,
NEs2039,Pippa Ehrlich
NEs2039,James Reed
NEs2040,Tolga Karaçelik
NEs2041,
NEs2042,Davis Guggenheim
NEs2043,
NEs2044,Philip Barantini
NEs2045,
NEs2046,Charlie Kaufman
NEs2047,Jayan Moodley
NEs2048,
NEs2049,Abba T. Makama
NEs2050,Antoinette Jadaone
NEs2051,Junior Carelli
NEs2051,Rudge Campos
NEs2052,Ertanto Robby Soediskam
NEs2053,Mark Steven Johnson
NEs2054,
NEs2055,
NEs2056,Felix Binder
NEs2057,Thor Freudenthal
NEs2058,Nguyen Thanh Tung
NEs2059,
NEs2060,Baltasar Kormákur
NEs2061,Dan Villegas
NEs2062,Conrad Helten
NEs2063,
NEs2064,
NEs2065,
NEs2066,Ayumu Watanabe
NEs2067,
NEs2068,Hitoshi Namba
NEs2069,
NEs2070,
NEs2071,
NEs2072,Chris Miller
NEs2073,Sean Anders
NEs2074,
NEs2075,Abbas Mustan
NEs2076,Duncan McMath
NEs2077,Dan Forgione
NEs2077,Pete Jacobs
NEs2077,Matt Whitlock
NEs2078,Francesco Carnesecchi
NEs2079,
NEs2080,Raja Gosnell
NEs2081,Greg Tiernan
NEs2082,Mark Thornton
NEs2082,Todd Kauffman
NEs2083,Shamzu Zayba
NEs2084,Jesse V. Johnson
NEs2085,Brett Haley
NEs2086,
NEs2087,
NEs2088,Chris Roland
NEs2088,Maradona Dias Dos Santos
NEs2089,David Galán Galindo
NEs2090,
NEs2091,David Moreton
NEs2092,Lester Hsi
NEs2093,Cyrus Nowrasteh
NEs2094,
NEs2095,Isabel Sandoval
NEs2096,Nathan Wiley
NEs2097,
NEs2098,
NEs2099,
NEs2100,
NEs2101,Wayne Blair
NEs2102,
NEs2103,
NEs2104,Atul Sabharwal
NEs2105,Bernardo Arellano
NEs2106,
NEs2107,
NEs2108,Trish Sie
NEs2109,Hong Won-ki
NEs2110,
NEs2111,Khaled Marei
NEs2112,Sebastián Schindel
NEs2113,
NEs2114,
NEs2115,Prakash Satam
NEs2116,Fred Wolf
NEs2117,Niyi Akinmolayan
NEs2118,Sammaria Sari Simanjuntak
NEs2119,
NEs2120,Chairun Nissa
NEs2121,Tom Hooper
NEs2122,Sergei Bodrov
NEs2123,
NEs2124,
